id,text,upos,xpos,feats,head,deprel,span,lemma,expanded
17,מאפשרים,AUX,AUX,"Gender=Masc|HebBinyan=PIEL|Number=Plur|Person=1,2,3|VerbForm=Part|Voice=Act",6.0,conj,"(88, 95)",מאפשרים,
18,הצטברות,NOUN,NOUN,Gender=Fem|Number=Sing,17.0,obj,"(96, 103)",הצטברות,
19,בלתי,ADV,ADV,Prefix=Yes,20.0,compound:affix,"(104, 108)",בלתי,
20,מוגבלת,ADJ,ADJ,Gender=Fem|Number=Sing,18.0,amod,"(109, 115)",מוגבל,
21,של,ADP,ADP,Case=Gen,23.0,case:gen,"(116, 118)",של,
"(22, 23)",האנרגיה,,,,,,"(119, 126)",,"[{'id': 22, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 23, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 23, 'text': 'אנרגיה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 18, 'deprel': 'nmod', 'lemma': 'אנרגיה'}]"
24,עם,ADP,ADP,,25.0,case,"(127, 129)",עם,
25,גידול,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,18.0,nmod,"(130, 135)",גידול,
"(26, 27)",העיבורים,,,,,,"(136, 144)",,"[{'id': 26, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 27, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 27, 'text': 'עיבורים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 25, 'deprel': 'compound:smixut', 'lemma': 'עיבור'}]"
1,דבר,NOUN,NOUN,Gender=Masc|Number=Sing,5.0,nsubj,"(1, 4)",דבר,
2,זה,PRON,PRON,Gender=Masc|Number=Sing|Person=3|PronType=Dem,1.0,det,"(5, 7)",זה,
3,כמובן,ADV,ADV,,5.0,advmod,"(8, 13)",כמובן,
4,לא,ADV,ADV,Polarity=Neg,5.0,advmod,"(14, 16)",לא,
5,פיזיקלי,ADJ,ADJ,Gender=Masc|Number=Sing,0.0,root,"(17, 24)",פיזיקלי,
6,מפני,ADP,ADP,,9.0,mark,"(25, 29)",מפני,
"(7, 8)",שלא,,,,,,"(30, 33)",,"[{'id': 7, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 6, 'deprel': 'fixed', 'lemma': 'ש'}, {'id': 8, 'text': 'לא', 'upos': 'ADV', 'xpos': 'ADV', 'feats': 'Polarity=Neg', 'head': 9, 'deprel': 'advmod', 'lemma': 'לא'}]"
9,קיים,ADJ,ADJ,Gender=Masc|Number=Sing,5.0,advcl,"(34, 38)",קיים,
10,שום,DET,DET,Definite=Cons,11.0,det,"(39, 42)",שום,
11,חומר,NOUN,NOUN,Gender=Masc|Number=Sing,9.0,nsubj,"(43, 47)",חומר,
12,אמיתי,ADJ,ADJ,Gender=Masc|Number=Sing,11.0,amod,"(48, 53)",אמיתי,
"(13, 14)",שיכול,,,,,,"(54, 59)",,"[{'id': 13, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 14, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 14, 'text': 'יכול', 'upos': 'AUX', 'xpos': 'AUX', 'feats': 'Gender=Masc|Number=Sing|Person=1,2,3|VerbForm=Part|VerbType=Mod', 'head': 15, 'deprel': 'aux', 'lemma': 'יכול'}]"
15,לספוג,VERB,VERB,HebBinyan=PAAL|VerbForm=Inf|Voice=Act,11.0,acl:relcl,"(60, 65)",ספג,
16,עיבורים,NOUN,NOUN,Gender=Masc|Number=Plur,15.0,obj,"(66, 73)",עיבור,
17,גדולים,ADJ,ADJ,Gender=Masc|Number=Plur,16.0,amod,"(74, 80)",גדול,
18,מספיק,ADV,ADV,,17.0,advmod,"(81, 86)",מספיק,
19,ללא,ADP,ADP,,20.0,case,"(87, 90)",ללא,
20,כשל,NOUN,NOUN,Gender=Masc|Number=Sing,15.0,obl,"(91, 94)",כשל,
1,אנו,PRON,PRON,"Gender=Fem,Masc|Number=Plur|Person=1|PronType=Prs",2.0,nsubj,"(1, 4)",הוא,
2,משתמשים,VERB,VERB,"Gender=Masc|HebBinyan=HITPAEL|Number=Plur|Person=1,2,3|VerbForm=Part",0.0,root,"(5, 12)",השתמש,
"(3, 5)",באלסטיות,,,,,,"(13, 21)",,"[{'id': 3, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 5, 'deprel': 'case', 'lemma': 'ב'}, {'id': 4, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 5, 'text': 'אלסטיות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 2, 'deprel': 'obl', 'lemma': 'אלסטיות'}]"
6,עם,ADP,ADP,,7.0,case,"(22, 24)",עם,
7,מגבילי,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Plur,5.0,nmod,"(25, 31)",מגביל,
8,אנרגיה,NOUN,NOUN,Gender=Fem|Number=Sing,7.0,compound:smixut,"(32, 38)",אנרגיה,
"(9, 10)",למידול,,,,,,"(39, 45)",,"[{'id': 9, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 10, 'deprel': 'case', 'lemma': 'ל'}, {'id': 10, 'text': 'מידול', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 2, 'deprel': 'obl', 'lemma': 'מידול'}]"
11,התקדמות,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,10.0,compound:smixut,"(46, 53)",התקדמות,
12,/,PUNCT,PUNCT,,13.0,punct,"(53, 54)",/,
13,התפשטות,NOUN,NOUN,Gender=Fem|Number=Sing,11.0,conj,"(54, 61)",התפשטות,
"(14, 15)",הדינמית,,,,,,"(62, 69)",,"[{'id': 14, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 15, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 15, 'text': 'דינמית', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Fem|Number=Sing', 'head': 11, 'deprel': 'amod', 'lemma': 'דינמי'}]"
16,של,ADP,ADP,Case=Gen,18.0,case:gen,"(70, 72)",של,
"(17, 18)",הסדקים,,,,,,"(73, 79)",,"[{'id': 17, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 18, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 18, 'text': 'סדקים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 11, 'deprel': 'nmod', 'lemma': 'סדק'}]"
"(19, 20)",בבטון,,,,,,"(80, 85)",,"[{'id': 19, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 20, 'deprel': 'case', 'lemma': 'ב'}, {'id': 20, 'text': 'בטון', 'upos': 'PROPN', 'xpos': 'PROPN', 'head': 18, 'deprel': 'nmod', 'lemma': 'בטון'}]"
"(1, 2)",בעבודה,,,,,,"(1, 7)",,"[{'id': 1, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 2, 'deprel': 'case', 'lemma': 'ב'}, {'id': 2, 'text': 'עבודה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 12, 'deprel': 'obl', 'lemma': 'עבודה'}]"
3,נוכחית,ADJ,ADJ,Gender=Fem|Number=Sing,2.0,amod,"(8, 14)",נוכחי,
4,מודל,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,12.0,nsubj,"(15, 19)",מודל,
"(5, 6)",ההיפראלסטי,,,,,,"(20, 30)",,"[{'id': 5, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 6, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 6, 'text': 'היפראלסטי', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 4, 'deprel': 'compound:smixut', 'lemma': 'היפראלסטי'}]"
7,מחוזק,VERB,VERB,"Gender=Masc|HebBinyan=PUAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Pass",4.0,amod,"(31, 36)",חוזק,
8,באמצעות,ADP,ADP,,9.0,case,"(37, 44)",באמצעות,
9,תאור,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,7.0,obl,"(45, 49)",תיאור,
"(10, 11)",הויסקוזיות,,,,,,"(50, 60)",,"[{'id': 10, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 11, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 11, 'text': 'ויסקוזיות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 9, 'deprel': 'compound:smixut', 'lemma': 'ויסקוזיה'}]"
12,שימש,VERB,VERB,Gender=Masc|HebBinyan=PIEL|Number=Sing|Person=3|Tense=Past|Voice=Act,0.0,root,"(61, 65)",שימש,
"(13, 15)",לסימולציה,,,,,,"(66, 75)",,"[{'id': 13, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 15, 'deprel': 'case', 'lemma': 'ל'}, {'id': 14, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 15, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 15, 'text': 'סימולציה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 12, 'deprel': 'obl', 'lemma': 'סימולציה'}]"
16,של,ADP,ADP,Case=Gen,17.0,case:gen,"(76, 78)",של,
17,התפשטות,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,15.0,nmod:poss,"(79, 86)",התפשטות,
18,סדקים,NOUN,NOUN,Gender=Masc|Number=Plur,17.0,compound:smixut,"(87, 92)",סדק,
"(19, 21)",בפלטה,,,,,,"(93, 98)",,"[{'id': 19, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 21, 'deprel': 'case', 'lemma': 'ב'}, {'id': 20, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 21, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 21, 'text': 'פלטה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 17, 'deprel': 'nmod', 'lemma': 'פלטה'}]"
22,פריכה,NOUN,NOUN,Gender=Fem|Number=Sing,21.0,amod,"(99, 104)",פריכה,
23,עם,ADP,ADP,,24.0,case,"(105, 107)",עם,
24,חריץ,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Sing,22.0,nmod,"(108, 112)",חריץ,
25,צידי,NOUN,NOUN,,24.0,compound:smixut,"(113, 117)",ציד,
26,קטן,ADJ,ADJ,Gender=Masc|Number=Sing,24.0,amod,"(118, 121)",קטן,
"(27, 28)",הנתונה,,,,,,"(122, 128)",,"[{'id': 27, 'text': 'ה', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 28, 'deprel': 'mark', 'lemma': 'ה'}, {'id': 28, 'text': 'נתונה', 'upos': 'VERB', 'xpos': 'VERB', 'feats': 'Gender=Fem|HebBinyan=PAAL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act', 'head': 21, 'deprel': 'acl:relcl', 'lemma': 'נתן'}]"
"(29, 31)",למתיחה,,,,,,"(129, 135)",,"[{'id': 29, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 31, 'deprel': 'case', 'lemma': 'ל'}, {'id': 30, 'text': 'ה_', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 31, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 31, 'text': 'מתיחה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 28, 'deprel': 'obl', 'lemma': 'מתיחה'}]"
32,צירית,ADJ,ADJ,Gender=Fem|Number=Sing,31.0,amod,"(136, 141)",צירי,
"(33, 34)",באופן,,,,,,"(142, 147)",,"[{'id': 33, 'text': 'ב', 'upos': 'ADP', 'xpos': 'ADP', 'head': 34, 'deprel': 'case', 'lemma': 'ב'}, {'id': 34, 'text': 'אופן', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Sing', 'head': 28, 'deprel': 'obl', 'lemma': 'אופן'}]"
35,אימפולסיבי,ADJ,ADJ,Gender=Masc|Number=Sing,34.0,amod,"(148, 158)",אימפולסיבי,
1,בין,ADP,ADP,,3.0,case,"(1, 4)",בין,
"(2, 3)",שאר,,,,,,"(5, 8)",,"[{'id': 2, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 3, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 3, 'text': 'אר', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons', 'head': 9, 'deprel': 'obl', 'lemma': 'אר'}]"
"(4, 5)",התוצאות,,,,,,"(9, 16)",,"[{'id': 4, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 5, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 5, 'text': 'תוצאות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 3, 'deprel': 'compound:smixut', 'lemma': 'תוצאה'}]"
6,של,ADP,ADP,Case=Gen,8.0,case:gen,"(17, 19)",של,
"(7, 8)",הסימולציות,,,,,,"(20, 30)",,"[{'id': 7, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 8, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 8, 'text': 'סימולציות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 5, 'deprel': 'nmod:poss', 'lemma': 'סימולציה'}]"
9,ראוי,AUX,AUX,"Gender=Masc|Number=Sing|Person=1,2,3|VerbType=Mod",10.0,aux,"(31, 35)",ראוי,
10,לציין,VERB,VERB,HebBinyan=PIEL|VerbForm=Inf|Voice=Act,0.0,root,"(36, 41)",ציין,
"(11, 14)",שצורתה,,,,,,"(42, 48)",,"[{'id': 11, 'text': 'ש', 'upos': 'SCONJ', 'xpos': 'SCONJ', 'head': 28, 'deprel': 'mark', 'lemma': 'ש'}, {'id': 12, 'text': 'צורה_', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Def|Gender=Fem|Number=Sing', 'head': 28, 'deprel': 'nsubj', 'lemma': 'צורה'}, {'id': 13, 'text': '_של_', 'upos': 'ADP', 'xpos': 'ADP', 'head': 14, 'deprel': 'case:gen', 'lemma': 'של'}, {'id': 14, 'text': '_היא', 'upos': 'PRON', 'xpos': 'PRON', 'feats': 'Case=Gen|Gender=Fem|Number=Sing|Person=3|PronType=Prs', 'head': 12, 'deprel': 'nmod:poss', 'lemma': 'הוא'}]"
"(15, 16)",הנוכחית,,,,,,"(49, 56)",,"[{'id': 15, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 16, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 16, 'text': 'נוכחית', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Fem|Number=Sing', 'head': 12, 'deprel': 'amod', 'lemma': 'נוכחי'}]"
17,של,ADP,ADP,Case=Gen,18.0,case:gen,"(57, 59)",של,
18,תאורית,NOUN,NOUN,Definite=Cons|Gender=Fem|Number=Sing,12.0,nmod:poss,"(60, 66)",תאורית,
"(19, 20)",האלסטיות,,,,,,"(67, 75)",,"[{'id': 19, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 20, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 20, 'text': 'אלסטיות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 18, 'deprel': 'compound:smixut', 'lemma': 'אלסטיות'}]"
21,עם,ADP,ADP,,22.0,case,"(76, 78)",עם,
22,מגבילי,NOUN,NOUN,Definite=Cons|Gender=Masc|Number=Plur,18.0,nmod,"(79, 85)",מגביל,
"(23, 24)",האנרגיה,,,,,,"(86, 93)",,"[{'id': 23, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 24, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 24, 'text': 'אנרגיה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 22, 'deprel': 'compound:smixut', 'lemma': 'אנרגיה'}]"
25,ללא,ADP,ADP,,26.0,case,"(94, 97)",ללא,
26,רגולריזציה,NOUN,NOUN,Gender=Fem|Number=Sing,22.0,nmod,"(98, 108)",רגולריזציה,
27,לא,ADV,ADV,Polarity=Neg,28.0,advmod,"(109, 111)",לא,
28,מתאימה,VERB,VERB,"Gender=Fem|HebBinyan=HIFIL|Number=Sing|Person=1,2,3|VerbForm=Part|Voice=Act",10.0,xcomp,"(112, 118)",התאים,
"(29, 30)",לתאור,,,,,,"(119, 124)",,"[{'id': 29, 'text': 'ל', 'upos': 'ADP', 'xpos': 'ADP', 'head': 30, 'deprel': 'case', 'lemma': 'ל'}, {'id': 30, 'text': 'תאור', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Definite=Cons|Gender=Masc|Number=Sing', 'head': 28, 'deprel': 'obl', 'lemma': 'תיאור'}]"
"(31, 32)",התקדמות,,,,,,"(125, 132)",,"[{'id': 31, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 32, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 32, 'text': 'תקדמות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 30, 'deprel': 'compound:smixut', 'lemma': 'תקדמה'}]"
"(33, 34)",הדינמית,,,,,,"(133, 140)",,"[{'id': 33, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 34, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 34, 'text': 'דינמית', 'upos': 'ADJ', 'xpos': 'ADJ', 'feats': 'Gender=Fem|Number=Sing', 'head': 32, 'deprel': 'amod', 'lemma': 'דינמי'}]"
35,של,ADP,ADP,Case=Gen,37.0,case:gen,"(141, 143)",של,
"(36, 37)",הסדקים,,,,,,"(144, 150)",,"[{'id': 36, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 37, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 37, 'text': 'סדקים', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Masc|Number=Plur', 'head': 32, 'deprel': 'nmod', 'lemma': 'סדק'}]"
"(38, 39)",וצמיגות,,,,,,"(151, 158)",,"[{'id': 38, 'text': 'ו', 'upos': 'CCONJ', 'xpos': 'CCONJ', 'head': 41, 'deprel': 'cc', 'lemma': 'ו'}, {'id': 39, 'text': 'צמיגות', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Plur', 'head': 37, 'deprel': 'conj', 'lemma': 'צמיגות'}]"
40,לא,ADV,ADV,Polarity=Neg,41.0,advmod,"(159, 161)",לא,
41,מווסתת,VERB,VERB,"Gender=Fem|Number=Sing|Person=1,2,3|VerbForm=Part",28.0,conj,"(162, 168)",הווסת,
42,את,ADP,ADP,Case=Acc,44.0,case:acc,"(169, 171)",את,
"(43, 44)",הבעיה,,,,,,"(172, 177)",,"[{'id': 43, 'text': 'ה', 'upos': 'DET', 'xpos': 'DET', 'feats': 'PronType=Art', 'head': 44, 'deprel': 'det:def', 'lemma': 'ה'}, {'id': 44, 'text': 'בעיה', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': 'Gender=Fem|Number=Sing', 'head': 41, 'deprel': 'obj', 'lemma': 'בעיה'}]"
